a_hex	b_hex	cover	count	least_mask	least_rank
4000020000000000	0000000000000000	2	5947	000030bf	9
6000000000000000	0000000000000000	2	53	08081a8d	9
6000001040000000	0000000000000000	4	3	082c8a81	9
6000001040000420	0000000000000000	6	1	08289a81	9
6000001041000000	0000000000000000	5	3	080c9a81	9
6000001041000420	0000000000000000	7	3	08489a81	9
6000001041400000	0000000000000000	6	2	084c9881	9
6000001050000000	0000000000000000	5	4	082c18c1	9
6000001050000424	0000000000000000	8	7	08281a85	9
6000001051000000	0000000000000000	6	4	080c1a85	9
6000001051000424	0000000000000000	9	1	08491a81	9
6000002000000000	0000000000000000	3	4	08a81849	9
6000004000000000	0000000000000000	3	67	080c128d	9
6000005040000000	0000000000000000	5	5	082c90c1	9
6000005040000420	0000000000000000	7	5	082892c1	9
6000005050000000	0000000000000000	6	10	082c10c5	9
6000005050000424	0000000000000000	9	6	082813c1	9
6000006000000000	0000000000000000	4	35	088c8249	9
6000007040000000	0000000000000000	6	1	08ac9041	9
6000007040000420	0000000000000000	8	2	08a89241	9
6000007050000000	0000000000000000	7	2	08ac1241	9
6000007050000424	0000000000000000	10	1	08e81241	9
6000020000000000	0000000000000000	3	63	08019a89	9
6000021040000000	0000000000000000	5	5	082498c1	9
6000021040000420	0000000000000000	7	3	08209ac1	9
6000021041000000	0000000000000000	6	4	08449a81	9
6000021041000420	0000000000000000	8	3	08419a81	9
6000021041400000	0000000000000000	7	5	08449885	9
6000021050000000	0000000000000000	6	6	08241ac1	9
6000021050000424	0000000000000000	9	3	08601ac1	9
6000021051000000	0000000000000000	7	2	08451a81	9
6000022000000000	0000000000000000	4	10	08a01859	9
6000024000000000	0000000000000000	4	73	0804928d	9
6000025040000000	0000000000000000	6	6	082492c1	9
6000025040000420	0000000000000000	8	2	08a092c1	9
6000025050000000	0000000000000000	7	4	086412c1	9
6000025050000424	0000000000000000	10	2	08a013c1	9
6000026000000000	0000000000000000	5	36	0880832d	9
6000027040000000	0000000000000000	7	2	08a49241	9
6000027050000000	0000000000000000	8	1	08e41241	9
6100000000000000	0000000000000000	3	35	000c9a89	9
6100002000000000	0000000000000000	4	1	00ac1849	9
6100004000000000	0000000000000000	4	84	000c928d	9
6100006000000000	0000000000000000	5	38	0088832d	9
6100020000000000	0000000000000000	4	43	00209a8d	9
6100024000000000	0000000000000000	5	82	000483ad	9
6100026000000000	0000000000000000	6	35	0080932d	9
6182001040000000	0000000000000000	7	2	002c9a81	9
6182001040008420	0000000000000000	10	2	00689a81	9
6182005040000000	0000000000000000	8	12	002c9283	9
6182005040008420	0000000000000000	11	8	002891a5	9
6182007040000000	0000000000000000	9	2	00ac9241	9
6182007040008420	0000000000000000	12	1	00a89125	9
6182021040000000	0000000000000000	8	7	00249ac1	9
6182021040008420	0000000000000000	11	4	00609a85	9
6182025040000000	0000000000000000	9	14	002491a5	9
6182025040008420	0000000000000000	12	6	002093a5	9
6182027040000000	0000000000000000	10	2	00a49125	9
6182027040008420	0000000000000000	13	2	00a09325	9
6182101041000000	0000000000000000	9	3	004c9a81	9
6182101041008420	0000000000000000	12	1	00c89a81	9
6182105041000000	0000000000000000	10	1	00cc9281	9
6182105041008420	0000000000000000	13	1	008883a5	9
6182105041400000	0000000000000000	11	1	008c81a5	9
6182107041200000	0000000000000000	12	1	008c8325	9
6182107041208420	0000000000000000	15	1	00889325	9
6182107041600000	0000000000000000	13	1	00cc8125	9
6182121041000000	0000000000000000	10	5	00449a85	9
6182121041008420	0000000000000000	13	3	00408ba5	9
6182123041600000	0000000000000000	13	1	00c48925	9
6182125041000000	0000000000000000	11	2	000493a5	9
6182125041008420	0000000000000000	14	2	008093a5	9
6182125041400000	0000000000000000	12	2	008491a5	9
6182127041200000	0000000000000000	13	2	00849325	9
6182127041208420	0000000000000000	16	1	00c09325	9
6182127041600000	0000000000000000	14	1	00c49125	9
6182801050000000	0000000000000000	9	1	006c1a81	9
618280105000a424	0000000000000000	14	1	00691a81	9
6182805050000000	0000000000000000	10	7	006c12c1	9
618280505000a424	0000000000000000	15	2	002813a5	9
6182821050000000	0000000000000000	10	3	00641ac1	9
618282105000a424	0000000000000000	15	2	00611a85	9
6182825050000000	0000000000000000	11	3	006512c1	9
6800000820000000	0000000000000000	5	1	08ac1888	9
6800002820000000	0000000000000000	6	4	08ac1848	9
6800002820000210	0000000000000000	8	1	08e81848	9
6800003c70000000	0000000000000000	10	1	08ec1840	9
6800004820000000	0000000000000000	6	3	08ac10c8	9
6800004820000210	0000000000000000	8	2	08a812c8	9
6800004a20080000	0000000000000000	8	1	08ec00c8	9
6800005c60000000	0000000000000000	9	1	08ac90c0	9
6800005c70000000	0000000000000000	10	2	08ac12c0	9
6800006820000000	0000000000000000	7	14	08ac104a	9
6800006820000210	0000000000000000	9	8	08a81348	9
6800006a20080000	0000000000000000	9	1	08ec8048	9
6800007c60000000	0000000000000000	10	3	08ac9140	9
6800007c60000630	0000000000000000	14	1	08e89240	9
6800007c70000000	0000000000000000	11	6	08ac1340	9
6800007c70000634	0000000000000000	16	1	08e91240	9
6800020820000000	0000000000000000	6	1	08a418c8	9
6800022820000000	0000000000000000	7	4	08a41a48	9
6800023c60000000	0000000000000000	10	1	08e49840	9
6800024820000000	0000000000000000	7	5	08a410d8	9
6800025c60000000	0000000000000000	10	2	08a492c0	9
6800025c70000000	0000000000000000	11	2	08e410d0	9
6800026820000000	0000000000000000	8	15	08a4124c	9
6800026820000218	0000000000000000	11	1	08e11248	9
6800027c60000000	0000000000000000	11	4	08e49050	9
6800027c70000000	0000000000000000	12	2	08e41250	9
6941006820000000	0000000000000001	11	3	00ec1148	9
69c3005c60000000	0000000000000001	15	1	00ec90c0	9
69c3007c60000000	0000000000000001	16	3	00ec9050	9
69c3805c70000000	0000000000000001	17	1	00ec10d0	9
69c3807c70000000	0000000000000001	18	1	00ed1240	9
7800008924000000	0000000000000000	9	5	082c18c8	9
780000c924000000	0000000000000000	10	8	082c10cc	9
780000dde6000000	0000000000000000	15	1	086c90c0	9
780002892c000000	0000000000000000	11	3	082498c8	9
780002c92c000000	0000000000000000	12	2	086490c8	9
8000000000000000	0000000000000000	1	11719	0000361f	9
8000010000000000	0000000000000000	2	277	0000d32d	9
9000018100000000	0000000000000000	5	44	082c500e	9
9000018100000100	0000000000000000	6	21	0828522c	9
9000018108000000	0000000000000000	6	27	0824506c	9
9000018108000100	0000000000000000	7	2	0861520c	9
9000018180000000	0000000000000000	6	18	082c5244	9
9000018180000180	0000000000000000	8	4	08685244	9
9000018188000000	0000000000000000	7	6	0864d044	9
9408018100000000	0000000000000002	8	5	006c504c	9
9408018100020100	0000000000000002	10	1	0069520c	9
9408018180000000	0000000000000002	9	2	006cd044	9
9408418108000000	0000000000000002	10	1	0065520c	9
9408418108020100	0000000000000002	12	1	0061522c	9
c000000000000000	0000000000000000	2	1449	0008321f	9
c000020000000000	0000000000000000	3	974	0000b32d	9
e000012000000000	0000000000000000	5	30	080c9a09	9
e000013050000000	0000000000000000	8	1	086c1841	9
e000016000000000	0000000000000000	6	68	080c920d	9
e000017040000000	0000000000000000	8	2	082c9241	9
e000017050000000	0000000000000000	9	1	086c1241	9
e000032000000000	0000000000000000	6	12	0824184b	9
e000033040000000	0000000000000000	8	1	08649841	9
e000036000000000	0000000000000000	7	30	08219249	9
e100012000000000	0000000000000000	6	6	002c1a49	9
e100016000000000	0000000000000000	7	45	000c832d	9
e100032000000000	0000000000000000	7	1	00649849	9
e100036000000000	0000000000000000	8	10	0020932d	9
e182017040000000	0000000000000000	11	2	002c9125	9
e182017040008420	0000000000000000	14	2	00289325	9
e182037040000000	0000000000000000	12	2	00249325	9
e182037040008420	0000000000000000	15	2	00219325	9
f80001a924000000	0000000000000000	12	10	082c184c	9
f80001a924000310	0000000000000000	15	1	08689848	9
f80001bde6000000	0000000000000000	17	1	086c9840	9
f80001e924000000	0000000000000000	13	19	082c124c	9
f80001e924000310	0000000000000000	16	1	08691248	9
f80001fde6000000	0000000000000000	18	1	086c9240	9
f80001fdf6000000	0000000000000000	19	1	086d1240	9
f80003a92c000000	0000000000000000	14	1	08649848	9
f80003e92c000000	0000000000000000	15	3	08649248	9
fd4921e924000000	0000000000000003	21	1	006d1248	9
fdcb63fdee06d7ba	0000000000000003	44	1	00619324	9
